"type","price","title","status","discount","per_serviceman_commission","duration","user_id","description","speciality_description","is_featured","duration_unit","service_rate","required_servicemen","created_by_id","is_random_related_services","categories","taxes","related_services","image","web_images","web_thumbnail","thumbnail"
"fixed","700","Custom Furniture Design and Build Furniture Making","1","5","8","5","31","Our Custom Furniture Design and Build service offers personalized furniture solutions tailored to your specific needs and style preferences. Our skilled craftsmen work closely with you to create unique, high-quality pieces that perfectly fit your space and enhance your homeÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢s aesthetics. From concept to completion, we ensure every detail meets your expectations.","","1","minutes","665","3","1","","[19,20]","[1]","[6,7,8]","[""http:\/\/127.0.0.1:8000\/storage\/448\/Custom-Furniture-Design-and-Build-Furniture-Making_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/449\/Custom-Furniture-Design-and-Build-Furniture-Making_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/450\/Custom-Furniture-Design-and-Build-Furniture-Making_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/753\/Custom-Furniture-Design-and-Build-Furniture-Making_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/750\/Custom-Furniture-Design-and-Build-Furniture-Making_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/751\/Custom-Furniture-Design-and-Build-Furniture-Making_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/752\/Custom-Furniture-Design-and-Build-Furniture-Making-1.jpg""]"
"fixed","800","Furniture Repair and Restoration","1","15","8","9","31","Our Furniture Repair and Restoration service breathes new life into your cherished furniture pieces. Whether itÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢s an antique that needs delicate restoration or a modern piece that requires repair, our experienced artisans use high-quality materials and techniques to restore the beauty and functionality of your furniture. We handle everything from minor repairs to complete overhauls.","","1","minutes","680","3","1","1","[19,20,21]","[1]","[5,33]","[""http:\/\/127.0.0.1:8000\/storage\/445\/Furniture-Repair-and-Restoration_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/446\/Furniture-Repair-and-Restoration_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/447\/Furniture-Repair-and-Restoration_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/762\/Furniture-Repair-and-Restoration_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/759\/image-124.jpg"",""http:\/\/127.0.0.1:8000\/storage\/760\/image-123.jpg"",""http:\/\/127.0.0.1:8000\/storage\/761\/image-122.jpg""]"
"fixed","750","Kitchen Cabinet Installation","1","2","8","6","3","Our Kitchen Cabinet Installation service provides expert installation of high-quality cabinets to enhance the functionality and aesthetics of your kitchen. Whether you're remodeling or setting up a new kitchen, our experienced installers ensure precise and efficient installation, ensuring your cabinets are secure and aligned perfectly.","","1","minutes","735","4","1","1","[22,36]","[1]","[36,37]","[""http:\/\/127.0.0.1:8000\/storage\/442\/Kitchen-Cabinet-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/443\/Kitchen-Cabinet-Installation_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/444\/Kitchen-Cabinet-Installation_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/860\/Kitchen-Cabinet-Installation_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/865\/Kitchen-Cabinet-Installation_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/866\/Kitchen-Cabinet-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/867\/Kitchen-Cabinet-Installation_1.jpg""]"
"fixed","900","Bathroom Cabinet Installation","1","10","8","6","3","Our Bathroom Cabinet Installation service offers professional installation of custom and pre-made cabinets to optimize storage and style in your bathroom. We provide a seamless installation experience, ensuring your new cabinets are functional, aesthetically pleasing, and perfectly fitted to your bathroom space.","","","minutes","810","3","1","1","[22]","[1]","[35]","[""http:\/\/127.0.0.1:8000\/storage\/439\/Bathroom-Cabinet-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/440\/Bathroom-Cabinet-Installation_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/441\/Bathroom-Cabinet-Installation_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/864\/Bathroom-Cabinet-Installation_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/861\/image-131.jpg"",""http:\/\/127.0.0.1:8000\/storage\/862\/image-130.jpg"",""http:\/\/127.0.0.1:8000\/storage\/863\/image-128.jpg""]"
"fixed","700","Custom Cabinet Installation","1","10","8","3","31","Our Custom Cabinet Installation service offers personalized cabinet solutions for any room in your home, including kitchens, bathrooms, living rooms, and home offices. Our expert craftsmen design, build, and install cabinets that match your specific needs, style, and space requirements, ensuring a seamless integration with your home's decor.","","1","minutes","630","3","1","1","[22,36]","[1]","[35,39]","[""http:\/\/127.0.0.1:8000\/storage\/436\/Custom-Cabinet-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/437\/Custom-Cabinet-Installation_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/438\/Custom-Cabinet-Installation_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/871\/Custom-Cabinet-Installation_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/868\/Custom-Deck-Design-and-Construction_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/869\/Custom-Deck-Design-and-Construction_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/870\/Custom-Cabinet-Installation_1.jpg""]"
"fixed","800","Hardwood Floor Installation","1","20","8","2","3","Our Hardwood Floor Installation service provides expert installation of high-quality hardwood flooring for your home or office. Our team of skilled installers ensures precise and efficient installation, enhancing the beauty and value of your property. We offer a variety of hardwood options, including oak, maple, cherry, and walnut, to match your style and preferences.","","1","minutes","640","2","1","1","[19,23]","[1]","[39,40]","[""http:\/\/127.0.0.1:8000\/storage\/433\/Hardwood-Floor-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/434\/Hardwood-Floor-Installation_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/435\/Hardwood-Floor-Installation_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/875\/Hardwood-Floor-Installation_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/872\/Hardwood-Floor-Installation_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/873\/Hardwood-Floor-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/874\/Hardwood-Floor-Installation-1.jpg""]"
"fixed","900","Laminate Floor Installation","1","20","8","5","3","Our Laminate Floor Installation service offers a cost-effective and durable flooring solution that mimics the look of real wood. Our professional installers ensure a seamless installation process, providing you with a beautiful, low-maintenance floor that is resistant to scratches and wear. We offer a variety of laminate styles and finishes to suit your decor.","","1","minutes","720","3","1","1","[19,23,36]","[1]","[38]","[""http:\/\/127.0.0.1:8000\/storage\/430\/Laminate-Floor-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/431\/Laminate-Floor-Installation_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/432\/Laminate-Floor-Installation_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/879\/Laminate-Floor-Installation_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/876\/Laminate-Floor-Installation_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/877\/Laminate-Floor-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/878\/Laminate-Floor-Installation_3.jpg""]"
"fixed","90","Parquet Flooring Installation","1","4","8","2","3","Our Parquet Flooring Installation service offers intricate and elegant parquet flooring solutions that add a touch of sophistication to any room. Our skilled craftsmen install parquet flooring with precision, creating stunning patterns and designs that enhance the beauty and value of your space. We offer various wood types and finishes to match your style preferences.","","1","minutes","86.4","3","1","1","[23]","[1]","[38,39]","[""http:\/\/127.0.0.1:8000\/storage\/427\/Parquet-Flooring-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/428\/Parquet-Flooring-Installation_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/429\/Parquet-Flooring-Installation_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/883\/Parquet-Flooring-Installation_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/880\/Parquet-Flooring-Installation_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/881\/Parquet-Flooring-Installation_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/882\/Parquet-Flooring-Installation_3.jpg""]"
"fixed","150","Custom Deck Design and Construction","1","6","8","3","31","Our Custom Deck Design and Construction service offers personalized deck solutions tailored to your specific needs and preferences. Our team of experienced designers and builders work closely with you to create a unique, high-quality deck that enhances your outdoor living space. We use durable materials and innovative designs to ensure your deck is both beautiful and long-lasting.","","","minutes","141","2","1","1","[19,24]","[1]","[33,34,38,39]","[""http:\/\/127.0.0.1:8000\/storage\/424\/Custom-Deck-Design-and-Construction_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/425\/Custom-Deck-Design-and-Construction_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/426\/Custom-Deck-Design-and-Construction_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/887\/Custom-Deck-Design-and-Construction_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/884\/Custom-Deck-Design-and-Construction_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/885\/Custom-Deck-Design-and-Construction_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/886\/Custom-Deck-Design-and-Construction_3.jpg""]"
"fixed","150","Deck Repair and Restoration","1","6","8","3","31","Our Deck Repair and Restoration service helps rejuvenate your existing deck, restoring its beauty and structural integrity. Whether your deck has suffered from weather damage, wear and tear, or simply needs a facelift, our skilled technicians provide comprehensive repair and restoration services, including sanding, staining, and structural repairs.","","","minutes","141","1","1","1","[24]","[1]","[41,43]","[""http:\/\/127.0.0.1:8000\/storage\/421\/Deck-Repair-and-Restoration_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/422\/Deck-Repair-and-Restoration_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/423\/Deck-Repair-and-Restoration_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/891\/Deck-Repair-and-Restoration_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/888\/Deck-Repair-and-Restoration_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/889\/Deck-Repair-and-Restoration_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/890\/Deck-Repair-and-Restoration_3.jpg""]"
"fixed","150","Deck Maintenance Services","1","7","8","2","31","Our Deck Maintenance Services ensure your deck remains in top condition year-round. Regular maintenance includes cleaning, sealing, and minor repairs to prevent deterioration and extend the life of your deck. Our maintenance packages are designed to keep your deck safe, functional, and looking great.","","","minutes","139.5","1","1","1","[24]","[1]","[41,42]","[""http:\/\/127.0.0.1:8000\/storage\/418\/Deck-Maintenance-Services_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/419\/Deck-Maintenance-Services_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/420\/Deck-Maintenance-Services_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/895\/Deck-Maintenance-Services_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/892\/Deck-Maintenance-Services_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/893\/Deck-Maintenance-Services_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/894\/Deck-Maintenance-Services_3.jpg""]"
"fixed","90","In-Home Personal Chef Service","1","2","8","4","23","Our In-Home Personal Chef Service provides a personalized culinary experience right in your home. Whether it's for daily meals, special occasions, or dietary needs, our professional chefs create customized menus, shop for ingredients, and prepare delicious meals tailored to your preferences. Enjoy gourmet dining without the hassle of cooking.","","","hours","88.2","1","1","1","[25,26,27]","[1]","[45,20]","[""http:\/\/127.0.0.1:8000\/storage\/415\/In-Home-Personal-Chef-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/416\/In-Home-Personal-Chef-Service_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/417\/In-Home-Personal-Chef-Service_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/899\/In-Home-Personal-Chef-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/896\/In-Home-Personal-Chef-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/897\/In-Home-Personal-Chef-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/898\/In-Home-Personal-Chef-Service_3.jpg""]"
"fixed","80","Event Catering by Personal Chef","1","5","8","4","23","Our Event Catering by Personal Chef service offers a bespoke catering experience for your events, whether it's a small gathering, wedding, or corporate event. Our personal chefs work with you to create a customized menu that reflects your style and preferences, ensuring a memorable culinary experience for your guests.","","1","hours","76","1","1","1","[25,26,27]","[1]","[21,44]","[""http:\/\/127.0.0.1:8000\/storage\/412\/Event-Catering-by-Personal-Chef_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/413\/Event-Catering-by-Personal-Chef_3.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/414\/Event-Catering-by-Personal-Chef_1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/903\/Event-Catering-by-Personal-Chef_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/900\/Event-Catering-by-Personal-Chef_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/901\/Event-Catering-by-Personal-Chef_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/902\/Event-Catering-by-Personal-Chef_3.jpg""]"
"fixed","160","Professional AC Repair and Maintenance Service","1","2","10","2","3","Top-notch air conditioning repair and maintenance service for residential and commercial spaces, ensuring maximum comfort and efficiency.","","","hours","156.8","2","1","1","[7,8,9]","[1]","[3,24,26,27]","[""http:\/\/127.0.0.1:8000\/storage\/561\/ac-3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/562\/ac-2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/563\/ac-repair.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/564\/ac-repair.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/907\/Professional-AC-Repair-and-Maintenance-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/904\/Professional-AC-Repair-and-Maintenance-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/905\/Professional-AC-Repair-and-Maintenance-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/906\/Professional-AC-Repair-and-Maintenance-Service_3.jpg""]"
"fixed","260","Home Deep Cleaning Service","1","2","8","2","20","Comprehensive deep cleaning for your home, covering all rooms, furniture, and surfaces to ensure a spotless environment.","","","hours","254.8","3","1","1","[13,14,16]","[1]","[30,31,32,4,11,12,15,25,48]","[""http:\/\/127.0.0.1:8000\/storage\/565\/cleaning-frush.jpg"",""http:\/\/127.0.0.1:8000\/storage\/566\/cleaning.jpg"",""http:\/\/127.0.0.1:8000\/storage\/567\/medium-shot-people-cleaning-building_23-2150454555.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/568\/medium-shot-people-cleaning-building_23-2150454565.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/911\/Home-Deep-Cleaning-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/908\/Home-Deep-Cleaning-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/909\/Home-Deep-Cleaning-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/910\/Home-Deep-Cleaning-Service_3.jpg""]"
"fixed","305","Office Cleaning and Maintenance Service","1","21","8","3","21","Reliable and thorough office cleaning to create a comfortable, hygienic workspace for employees and clients.","","","hours","240.95","3","1","1","[13,15]","[1]","[4,31,32,30]","[""http:\/\/127.0.0.1:8000\/storage\/569\/person-taking-care-office-cleaning_23-2149374472.jpg"",""http:\/\/127.0.0.1:8000\/storage\/570\/people-taking-care-office-cleaning_23-2149374449.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/571\/people-taking-care-office-cleaning_23-2149374449.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/915\/Office-Cleaning-and-Maintenance-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/912\/Office-Cleaning-and-Maintenance-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/913\/Office-Cleaning-and-Maintenance-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/914\/Office-Cleaning-and-Maintenance-Service_3.jpg""]"
"fixed","352","Residential Electrical Repair Service","1","30","2","3","3","Professional electrical repair service for all types of household electrical issues. Experienced in handling residential electrical repairs with a focus on safety.","","","hours","246.4","3","1","1","[31,35]","[1]","[6,29,50,51]","[""http:\/\/127.0.0.1:8000\/storage\/572\/15090.jpg"",""http:\/\/127.0.0.1:8000\/storage\/573\/5875.jpg"",""http:\/\/127.0.0.1:8000\/storage\/574\/5083.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/575\/2149176681.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/919\/Residential-Electrical-Repair-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/916\/Residential-Electrical-Repair-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/917\/Residential-Electrical-Repair-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/918\/Residential-Electrical-Repair-Service_3.jpg""]"
"fixed","500","Commercial Electrical Installation Service","1","10","10","2","3","Comprehensive electrical installation services for commercial properties, including lighting, power distribution, and safety systems. Expertise in commercial installations, ensuring energy-efficient and safe electrical systems for businesses.","","","hours","450","3","1","1","[31]","[1]","[6,29,49,51]","[""http:\/\/127.0.0.1:8000\/storage\/576\/15085.jpg"",""http:\/\/127.0.0.1:8000\/storage\/577\/5875.jpg"",""http:\/\/127.0.0.1:8000\/storage\/578\/5082-(1).jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/579\/5082-(1).jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/927\/Commercial-Electrical-Installation-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/924\/Commercial-Electrical-Installation-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/925\/Commercial-Electrical-Installation-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/926\/Commercial-Electrical-Installation-Service_3.jpg""]"
"fixed","360","Electrical Safety Inspection and Testing","1","26","8","3","3","A comprehensive safety inspection of your home or businessÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s electrical systems to prevent hazards and ensure compliance. Specializes in comprehensive safety inspections for residential and commercial properties.","","","hours","266.4","5","1","1","[31]","[1]","[6,29,49,50]","[""http:\/\/127.0.0.1:8000\/storage\/580\/2147743103.jpg"",""http:\/\/127.0.0.1:8000\/storage\/581\/2147743083.jpg"",""http:\/\/127.0.0.1:8000\/storage\/582\/17661.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/583\/17661.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/923\/Electrical-Safety-Inspection-and-Testing_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/920\/Electrical-Safety-Inspection-and-Testing_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/921\/Electrical-Safety-Inspection-and-Testing_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/922\/Electrical-Safety-Inspection-and-Testing_3.jpg""]"
"fixed","360","Residential Interior Painting","1","21","8","3","3","High-quality interior painting for your home, using durable and eco-friendly paints. Specialists in creating beautiful, personalized interior spaces with eco-friendly paints.","","","hours","284.4","3","1","1","[37,38]","[1]","[7,53,56,57]","[""http:\/\/127.0.0.1:8000\/storage\/584\/full-shot-woman-working-with-paint-roller_23-2149328113.jpg"",""http:\/\/127.0.0.1:8000\/storage\/585\/full-shot-man-mixing-construction-composition_23-2149328071.jpg"",""http:\/\/127.0.0.1:8000\/storage\/586\/23991.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/587\/23991.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/834\/Residential-Interior-Painting_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/831\/Residential-Interior-Painting_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/832\/Residential-Interior-Painting_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/833\/Residential-Interior-Painting_3.jpg""]"
"fixed","290","Exterior House Painting","1","12","10","3","21","Durable and weather-resistant exterior painting for homes, designed to withstand the elements. Experienced in weather-resistant exterior painting for long-lasting protection. Enhance and protect your home's exterior with our professional painting service.","","","hours","255.2","3","1","1","[37,42]","[1]","[7,52,56,57]","[""http:\/\/127.0.0.1:8000\/storage\/588\/wife-painting-wall-with-roller-brush-home-decorating-couple-home-decoration-renovation-cozy-apartment-flat-repair-makeover_482257-3657.jpg"",""http:\/\/127.0.0.1:8000\/storage\/589\/full-shot-man-pouring-paint_23-2149344028.jpg"",""http:\/\/127.0.0.1:8000\/storage\/590\/couple-conversation-home-renovation-roller-brush-dipped-blue-paint-apartment-redecoration-home-construction-while-renovating-improving-repair-decorating_482257-14161.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/591\/couple-conversation-home-renovation-roller-brush-dipped-blue-paint-apartment-redecoration-home-construction-while-renovating-improving-repair-decorating_482257-14161.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/838\/Exterior-House-Painting_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/835\/Exterior-House-Painting_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/836\/Exterior-House-Painting_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/837\/Exterior-House-Painting_3.jpg""]"
"fixed","1200","Commercial Exterior Painting Service","1","12","8","3","21","Exterior painting service for commercial properties, providing a fresh, professional look that enhances your business's curb appeal.","","","hours","1056","3","1","1","[37,39]","[1]","[57]","[""http:\/\/127.0.0.1:8000\/storage\/592\/p4.jpg"",""http:\/\/127.0.0.1:8000\/storage\/593\/p2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/594\/p1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/595\/p1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/842\/Commercial-Exterior-Painting-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/839\/Commercial-Exterior-Painting-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/840\/Commercial-Exterior-Painting-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/841\/Commercial-Exterior-Painting-Service_3.jpg""]"
"fixed","389","Exterior House Painting Service","1","12","10","3","23","A complete exterior painting service designed to enhance the curb appeal of your home while protecting it from the elements. We specialize in exterior painting for homes, ensuring a perfect finish that enhances curb appeal and offers lasting protection.","","","hours","342.32","3","1","1","[37,39]","[1]","[56,7,52,53]","[""http:\/\/127.0.0.1:8000\/storage\/596\/loving-couple-doing-renovation_23-2147782362.jpg"",""http:\/\/127.0.0.1:8000\/storage\/597\/couple-painting-wall_23-2147782318.jpg"",""http:\/\/127.0.0.1:8000\/storage\/598\/cheerful-couple-with-paint-rollers-ladder_23-2147782357.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/599\/loving-couple-doing-renovation_23-2147782362.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/973\/Exterior-House-Painting-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/970\/Exterior-House-Painting-Service_3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/971\/Exterior-House-Painting-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/972\/Exterior-House-Painting-Service_1.jpg""]"
"fixed","379","Pipe Repair and Replacement","1","25","3","3","22","Fix and replace damaged pipes in your plumbing system, preventing leaks and water damage. Expert in fixing and replacing broken pipes, ensuring long-lasting results and a fully functional plumbing system.","","","hours","284.25","3","1","1","[43,48]","[1]","[28,23,59,60]","[""http:\/\/127.0.0.1:8000\/storage\/600\/pl3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/601\/pl2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/602\/pl1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/603\/pl1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/846\/Pipe-Repair-and-Replacement_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/843\/Pipe-Repair-and-Replacement_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/844\/Pipe-Repair-and-Replacement_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/845\/Pipe-Repair-and-Replacement_3.jpg""]"
"fixed","300","Drain Cleaning Service","1","21","20","3","22","Unclog and clean your drains with our expert drain cleaning service to prevent backups and maintain proper water flow.","","","hours","237","4","1","1","[43,48]","[1]","[28,58,60]","[""http:\/\/127.0.0.1:8000\/storage\/604\/pl3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/605\/pl2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/606\/pl1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/607\/pl1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/850\/Drain-Cleaning-Service_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/847\/Drain-Cleaning-Service_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/848\/Drain-Cleaning-Service_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/849\/Drain-Cleaning-Service_3.jpg""]"
"fixed","490","Water Heater Installation and Repair","1","20","4","3","22","Installation and repair of water heaters to ensure you have hot water available whenever you need it. Specializing in detecting and repairing hidden water leaks to prevent damage and water wastage in your plumbing system.","","","hours","392","3","1","1","[43,48]","[1]","[28,58,59]","[""http:\/\/127.0.0.1:8000\/storage\/608\/pl3.jpg"",""http:\/\/127.0.0.1:8000\/storage\/609\/pl2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/610\/pl1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/611\/pl1.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/854\/Water-Heater-Installation-and-Repair_thumbnail.jpg""]","[""http:\/\/127.0.0.1:8000\/storage\/851\/Water-Heater-Installation-and-Repair_1.jpg"",""http:\/\/127.0.0.1:8000\/storage\/852\/Water-Heater-Installation-and-Repair_2.jpg"",""http:\/\/127.0.0.1:8000\/storage\/853\/Water-Heater-Installation-and-Repair_3.jpg""]"
